"uid","domainID","siteID","namedLocation","decimalLatitude","decimalLongitude","coordinateUncertainty","additionalCoordUncertainty","geodeticDatum","elevation","elevationUncertainty","aquaticSiteType","startDate","collectDate","eventID","sampleID","sampleCode","samplingProtocolVersion","samplingImpractical","samplerType","towsTrapsNumber","towsTrapsVolume","zooDepth1","zooDepth2","zooDepth3","remarks","recordedBy","collectedBy"
"22ff2b3f-a5f2-41cd-a46b-ae8bbc912b14","D03","SUGG","SUGG.AOS.inlet",29.685093,-82.018412,0.1,10,"WGS84",30.2,0,"lake","2017-02-09T17:00Z","2017-02-09T17:00Z","SUGG.20170209","SUGG.20170209.SCHINDLER.2",NA,"NEON.DOC.001194vA",NA,"Schindler-Patalas",2,24,0.5,1,NA,NA,"JdN6ZmAx7oUw2gMleDi7glwSoayn+DB4","uc/Ogwu/d/Yc8Afxdao1wUwMIMFn5kmO"
"efeb2509-30ec-4931-874f-d3b3db5ad7d0","D03","SUGG","SUGG.AOS.outlet",29.687601,-82.020598,0.1,10,"WGS84",30.3,0,"lake","2017-02-09T17:00Z","2017-02-09T17:00Z","SUGG.20170209","SUGG.20170209.SCHINDLER.3",NA,"NEON.DOC.001194vA",NA,"Schindler-Patalas",2,24,0.5,0.8,NA,NA,"JdN6ZmAx7oUw2gMleDi7glwSoayn+DB4","uc/Ogwu/d/Yc8Afxdao1wUwMIMFn5kmO"
"baf1cc9e-1026-4687-9502-b859c5227e48","D03","SUGG","SUGG.AOS.buoy.c0",29.688149,-82.017318,10,10,"WGS84",30,10,"lake","2017-06-29T13:32Z","2017-06-29T13:32Z","SUGG.20170629","SUGG.20170629.SCHINDLER.1",NA,"NEON.DOC.001194vE",NA,"Schindler-Patalas",2,24,0.5,2,NA,NA,"XBhTOsXqc3JUpPrNmD30I5JCq90cfBjT","JdN6ZmAx7oUw2gMleDi7glwSoayn+DB4"
"6245a441-007d-44a8-b100-40af87557ab9","D03","SUGG","SUGG.AOS.inlet",29.685093,-82.018412,0.1,10,"WGS84",30.2,0,"lake","2017-06-29T13:32Z","2017-06-29T13:32Z","SUGG.20170629","SUGG.20170629.SCHINDLER.2",NA,"NEON.DOC.001194vE",NA,"Schindler-Patalas",2,24,0.5,1.6,NA,NA,"XBhTOsXqc3JUpPrNmD30I5JCq90cfBjT","JdN6ZmAx7oUw2gMleDi7glwSoayn+DB4"
"786b6a0a-001e-4122-865b-63d90f1fcb7e","D03","SUGG","SUGG.AOS.outlet",29.687601,-82.020598,0.1,10,"WGS84",30.3,0,"lake","2017-06-29T13:32Z","2017-06-29T13:32Z","SUGG.20170629","SUGG.20170629.SCHINDLER.3",NA,"NEON.DOC.001194vE",NA,"Schindler-Patalas",2,24,0.5,1.4,NA,NA,"XBhTOsXqc3JUpPrNmD30I5JCq90cfBjT","JdN6ZmAx7oUw2gMleDi7glwSoayn+DB4"
"ac14d343-9811-4f3c-bc74-53e351581bdf","D03","SUGG","SUGG.AOS.buoy.c0",29.688149,-82.017318,10,10,"WGS84",30,10,"lake","2017-11-03T17:54Z","2017-11-03T17:54Z","SUGG.20171103","SUGG.20171103.SCHINDLER.1",NA,"NEON.DOC.001194vF",NA,"Schindler-Patalas",3,36,0.5,1.2,1.9,NA,"W4IdGMiYFoZE0IgQFmtJt83M5qKU2cbn+ZpmTa3A2ho=","Ufb4ebvHmXnbJrkqryGw+U/ayHNDYq8/f6HM631bfR8="
"8353c7f7-7b1b-4ca9-b10e-6c69781b6163","D03","SUGG","SUGG.AOS.inlet",29.685093,-82.018412,0.1,10,"WGS84",30.2,0,"lake","2017-11-03T17:54Z","2017-11-03T17:54Z","SUGG.20171103","SUGG.20171103.SCHINDLER.2",NA,"NEON.DOC.001194vF",NA,"Schindler-Patalas",2,24,0.5,1.5,NA,NA,"W4IdGMiYFoZE0IgQFmtJt83M5qKU2cbn+ZpmTa3A2ho=","Ufb4ebvHmXnbJrkqryGw+U/ayHNDYq8/f6HM631bfR8="
"eb805f7e-6c61-404f-8eed-9a633b80b6aa","D03","SUGG","SUGG.AOS.outlet",29.687601,-82.020598,0.1,10,"WGS84",30.3,0,"lake","2017-11-03T17:54Z","2017-11-03T17:54Z","SUGG.20171103","SUGG.20171103.SCHINDLER.3",NA,"NEON.DOC.001194vF",NA,"Schindler-Patalas",2,24,0.5,1.2,NA,NA,"W4IdGMiYFoZE0IgQFmtJt83M5qKU2cbn+ZpmTa3A2ho=","Ufb4ebvHmXnbJrkqryGw+U/ayHNDYq8/f6HM631bfR8="
"df6d32a9-fb4f-4453-ab91-48eed514514e","D03","SUGG","SUGG.AOS.buoy.c0",29.688149,-82.017318,10,10,"WGS84",30,10,"lake","2018-02-12T14:52Z","2018-02-12T14:52Z","SUGG.20180212","SUGG.20180212.SCHINDLER.1",NA,"NEON.DOC.001194vF",NA,"Schindler-Patalas",3,36,0.5,1.2,2,NA,"XBhTOsXqc3JUpPrNmD30I5JCq90cfBjT","Ufb4ebvHmXnbJrkqryGw+U/ayHNDYq8/f6HM631bfR8="
"83950418-f9e1-44f3-9e93-85c5b90bfa94","D03","SUGG","SUGG.AOS.inlet",29.685093,-82.018412,0.1,10,"WGS84",30.2,0,"lake","2018-02-12T14:52Z","2018-02-12T14:52Z","SUGG.20180212","SUGG.20180212.SCHINDLER.2",NA,"NEON.DOC.001194vF",NA,"Schindler-Patalas",2,24,0.5,1.4,NA,NA,"XBhTOsXqc3JUpPrNmD30I5JCq90cfBjT","Ufb4ebvHmXnbJrkqryGw+U/ayHNDYq8/f6HM631bfR8="
"dd736621-da81-4ea0-9d23-a71bccae778f","D03","SUGG","SUGG.AOS.outlet",29.687601,-82.020598,0.1,10,"WGS84",30.3,0,"lake","2018-02-12T14:52Z","2018-02-12T14:52Z","SUGG.20180212","SUGG.20180212.SCHINDLER.3",NA,"NEON.DOC.001194vF",NA,"Schindler-Patalas",2,24,0.5,1.3,NA,NA,"XBhTOsXqc3JUpPrNmD30I5JCq90cfBjT","Ufb4ebvHmXnbJrkqryGw+U/ayHNDYq8/f6HM631bfR8="
"cf518c2c-edc3-48df-8cff-8c081f53ed4f","D05","CRAM","CRAM.AOS.outlet",46.211998,-89.474475,0.1,10,"WGS84",511.8,0,"lake","2015-05-13T17:00Z","2015-05-13T17:00Z","CRAM.20150513","CRAM.20150513.SCHINDLERPATALAS.1",NA,"NEON.DOC.001194vD",NA,"Schindler-Patalas",2,24,0.5,0.5,NA,"5.1 foot total depth, 13.7 degree C, 15.1 uS/cm, 90% DO","jcx/0sK4DAM0gl9c37LBbZs7wHhQPr1n","bhyqAGH4uRkcir9xDj7d5wq9Q3xNnOdK"
"3ce0945d-4279-4e38-acb2-0f2224b8748b","D05","CRAM","CRAM.AOS.inlet",46.207952,-89.476174,0.1,10,"WGS84",511.7,0,"lake","2015-05-13T17:00Z","2015-05-13T17:00Z","CRAM.20150513","CRAM.20150513.SCHINDLERPATALAS.2",NA,"NEON.DOC.001194vD",NA,"Schindler-Patalas",2,24,0.5,0.5,NA,"14.4 degree C, 15.4 uS/cm, 98% DO","jcx/0sK4DAM0gl9c37LBbZs7wHhQPr1n","bhyqAGH4uRkcir9xDj7d5wq9Q3xNnOdK"
"a6102fde-320a-43f3-b1ee-5d52f982e28f","D05","CRAM","CRAM.AOS.inlet",46.207952,-89.476174,0.1,10,"WGS84",511.7,0,"lake","2015-07-13T17:00Z","2015-07-13T17:00Z","CRAM.20150713","CRAM.20150713.SCHINDLERPATALAS.2",NA,"NEON.DOC.001194vD",NA,"Schindler-Patalas",2,24,0.5,0.6,NA,NA,"bhyqAGH4uRkcir9xDj7d5wq9Q3xNnOdK","qiDzb+SUrfoBlGn/RO4KcyAMa8ohAqcn"
"63c268dd-c92c-4c7e-85a4-bb89aa538a20","D05","CRAM","CRAM.AOS.outlet",46.211998,-89.474475,0.1,10,"WGS84",511.8,0,"lake","2015-07-13T17:00Z","2015-07-13T17:00Z","CRAM.20150713","CRAM.20150713.SCHINDLERPATALAS.1",NA,"NEON.DOC.001194vD",NA,"Schindler-Patalas",2,24,0.5,0.5,NA,NA,"bhyqAGH4uRkcir9xDj7d5wq9Q3xNnOdK","qiDzb+SUrfoBlGn/RO4KcyAMa8ohAqcn"
"440d3c50-e994-44e0-aeae-b738d5614af0","D05","CRAM","CRAM.AOS.buoy.c0",46.210592,-89.476861,10,10,"WGS84",509,10,"lake","2015-07-13T17:00Z","2015-07-13T17:00Z","CRAM.20150713","CRAM.20150713.TOWNET.3",NA,"NEON.DOC.001194vD",NA,"tow net",1,1971,13.5,13.5,NA,NA,"bhyqAGH4uRkcir9xDj7d5wq9Q3xNnOdK","qiDzb+SUrfoBlGn/RO4KcyAMa8ohAqcn"
"3d9d4558-349c-4692-a16c-b6b7205bf8ea","D05","CRAM","CRAM.AOS.outlet",46.211998,-89.474475,0.1,10,"WGS84",511.8,0,"lake","2015-09-14T17:00Z","2015-09-14T17:00Z","CRAM.20150914","CRAM.20150914.SCHINDLERPATALAS.1",NA,"NEON.DOC.001194vD",NA,"Schindler-Patalas",2,24,0.5,0.5,NA,"19.2 degrees C. 10.9 uS/cm, 8.4 mg/L, 96% DO","gv1RuG2ijYOiQdbqqg4qu+pKtrSPX1oD","bhyqAGH4uRkcir9xDj7d5wq9Q3xNnOdK"
"8764e967-08ad-4eca-a507-9f23998ed73c","D05","CRAM","CRAM.AOS.buoy.c0",46.210592,-89.476861,10,10,"WGS84",509,10,"lake","2015-09-14T17:00Z","2015-09-14T17:00Z","CRAM.20150914","CRAM.20150914.TOWNET.3",NA,"NEON.DOC.001194vD",NA,"tow net",1,1752,12,12,NA,"","gv1RuG2ijYOiQdbqqg4qu+pKtrSPX1oD","bhyqAGH4uRkcir9xDj7d5wq9Q3xNnOdK"
"dd1d0cbc-a230-4115-892e-ecac073fadab","D05","CRAM","CRAM.AOS.inlet",46.207952,-89.476174,0.1,10,"WGS84",511.7,0,"lake","2015-09-14T17:00Z","2015-09-14T17:00Z","CRAM.20150914","CRAM.20150914.SCHINDLERPATALAS.2",NA,"NEON.DOC.001194vD",NA,"Schindler-Patalas",2,24,0.5,0.5,NA,"19.9 degrees C, 14.1 uS/cm, 8.7 mg/L, 100% DO","gv1RuG2ijYOiQdbqqg4qu+pKtrSPX1oD","bhyqAGH4uRkcir9xDj7d5wq9Q3xNnOdK"
"acdf3523-868b-48e8-b173-bdaaf449b955","D05","CRAM","CRAM.AOS.inlet",46.207952,-89.476174,0.1,10,"WGS84",511.7,0,"lake","2016-04-29T17:00Z","2016-04-29T17:00Z","CRAM.20160429","CRAM.20160429.SCHINDLERPATALAS.2",NA,"NEON.DOC.001194vE",NA,"Schindler-Patalas",2,24,0.5,0.5,NA,NA,"q4jXFMRo3HvA0bmq2VSfPS/SCAqyEsJQ","bhyqAGH4uRkcir9xDj7d5wq9Q3xNnOdK"
"da990f73-ba32-4ef9-bf85-3472b39c75ec","D05","CRAM","CRAM.AOS.outlet",46.211998,-89.474475,0.1,10,"WGS84",511.8,0,"lake","2016-04-29T17:00Z","2016-04-29T17:00Z","CRAM.20160429","CRAM.20160429.SCHINDLERPATALAS.1",NA,"NEON.DOC.001194vE",NA,"Schindler-Patalas",2,24,0.5,0.5,NA,NA,"q4jXFMRo3HvA0bmq2VSfPS/SCAqyEsJQ","bhyqAGH4uRkcir9xDj7d5wq9Q3xNnOdK"
"fde63aaa-c4d5-4d41-a70e-7f7d44a61a2c","D05","CRAM","CRAM.AOS.buoy.c0",46.210592,-89.476861,10,10,"WGS84",509,10,"lake","2016-04-29T17:00Z","2016-04-29T17:00Z","CRAM.20160429","CRAM.20160429.TOWNET.3",NA,"NEON.DOC.001194vE",NA,"tow net",2,1095,15,NA,NA,NA,"q4jXFMRo3HvA0bmq2VSfPS/SCAqyEsJQ","bhyqAGH4uRkcir9xDj7d5wq9Q3xNnOdK"
"2fc32bf5-10d9-4160-b619-d42e4885c5a3","D05","CRAM","CRAM.AOS.outlet",46.211998,-89.474475,0.1,10,"WGS84",511.8,0,"lake","2016-07-13T17:00Z","2016-07-13T17:00Z","CRAM.20160713","CRAM.20160713.SCHINDLER.1",NA,"NEON.DOC.001194vE",NA,"Schindler-Patalas",2,24,0.5,0.5,NA,NA,"q4jXFMRo3HvA0bmq2VSfPS/SCAqyEsJQ","bhyqAGH4uRkcir9xDj7d5wq9Q3xNnOdK"
"a84327e8-f0f5-4a9b-91f9-4fd2e3f37263","D05","CRAM","CRAM.AOS.buoy.c0",46.210592,-89.476861,10,10,"WGS84",509,10,"lake","2016-07-13T17:00Z","2016-07-13T17:00Z","CRAM.20160713","CRAM.20160713.TOW NET.3",NA,"NEON.DOC.001194vE",NA,"tow net",2,2482,17,17,NA,NA,"q4jXFMRo3HvA0bmq2VSfPS/SCAqyEsJQ","bhyqAGH4uRkcir9xDj7d5wq9Q3xNnOdK"
"bc1edb3c-ec05-4eda-8bc4-28ffd9ee5a81","D05","CRAM","CRAM.AOS.inlet",46.207952,-89.476174,0.1,10,"WGS84",511.7,0,"lake","2016-07-13T17:00Z","2016-07-13T17:00Z","CRAM.20160713","CRAM.20160713.SCHINDLER.2",NA,"NEON.DOC.001194vE",NA,"Schindler-Patalas",2,24,0.5,0.5,NA,NA,"q4jXFMRo3HvA0bmq2VSfPS/SCAqyEsJQ","bhyqAGH4uRkcir9xDj7d5wq9Q3xNnOdK"
"13cc2cea-3d4a-40d7-9ce9-bf9b24f6665a","D05","CRAM","CRAM.AOS.outlet",46.211998,-89.474475,0.1,10,"WGS84",511.8,0,"lake","2016-09-19T17:00Z","2016-09-19T17:00Z","CRAM.20160919","CRAM.20160919.SCHINDLER.1",NA,"NEON.DOC.001194vE",NA,"Schindler-Patalas",2,24,0.5,0.5,NA,NA,"q4jXFMRo3HvA0bmq2VSfPS/SCAqyEsJQ","bhyqAGH4uRkcir9xDj7d5wq9Q3xNnOdK"
"0f4331dc-b388-4747-af0e-224ab6801f80","D05","CRAM","CRAM.AOS.buoy.c0",46.210592,-89.476861,10,10,"WGS84",509,10,"lake","2016-09-19T17:00Z","2016-09-19T17:00Z","CRAM.20160919","CRAM.20160919.TOW NET.3",NA,"NEON.DOC.001194vE",NA,"tow net",1,1095,15,NA,NA,NA,"q4jXFMRo3HvA0bmq2VSfPS/SCAqyEsJQ","bhyqAGH4uRkcir9xDj7d5wq9Q3xNnOdK"
"d442c52b-3cdc-42c1-be0d-746ac8793a2e","D05","CRAM","CRAM.AOS.inlet",46.207952,-89.476174,0.1,10,"WGS84",511.7,0,"lake","2016-09-19T17:00Z","2016-09-19T17:00Z","CRAM.20160919","CRAM.20160919.SCHINDLER.2",NA,"NEON.DOC.001194vE",NA,"Schindler-Patalas",2,24,0.5,0.6,NA,NA,"q4jXFMRo3HvA0bmq2VSfPS/SCAqyEsJQ","bhyqAGH4uRkcir9xDj7d5wq9Q3xNnOdK"
"dc2ef3d6-7dd7-4572-926a-7e199dd60ff7","D05","CRAM","CRAM.AOS.buoy.c0",46.210592,-89.476861,10,10,"WGS84",509,10,"lake","2017-05-03T15:01Z","2017-05-03T15:01Z","CRAM.20170503","CRAM.20170503.TOWNET.3",NA,"NEON.DOC.001194vE",NA,"tow net",1,1095,15,NA,NA,NA,"bhyqAGH4uRkcir9xDj7d5wq9Q3xNnOdK","LL/gXdi67ChATGHykkFndmRsC1FLwT9Uy/k3XDb3nRk="
"1189ac1e-509f-4fb8-8416-c57ba2d98d58","D05","CRAM","CRAM.AOS.inlet",46.207952,-89.476174,0.1,10,"WGS84",511.7,0,"lake","2017-05-03T15:01Z","2017-05-03T15:01Z","CRAM.20170503","CRAM.20170503.SCHINDLER.2",NA,"NEON.DOC.001194vE",NA,"Schindler-Patalas",2,24,0.5,0.6,NA,NA,"bhyqAGH4uRkcir9xDj7d5wq9Q3xNnOdK","LL/gXdi67ChATGHykkFndmRsC1FLwT9Uy/k3XDb3nRk="
"66a4c1cc-6cd0-4771-ac8a-1f35cc0ff279","D05","CRAM","CRAM.AOS.outlet",46.211998,-89.474475,0.1,10,"WGS84",511.8,0,"lake","2017-05-03T15:01Z","2017-05-03T15:01Z","CRAM.20170503","CRAM.20170503.SCHINDLER.1",NA,"NEON.DOC.001194vE",NA,"Schindler-Patalas",2,24,0.5,1.1,NA,NA,"bhyqAGH4uRkcir9xDj7d5wq9Q3xNnOdK","LL/gXdi67ChATGHykkFndmRsC1FLwT9Uy/k3XDb3nRk="
"f3345cb6-d843-43c4-b597-4ed41281f660","D05","CRAM","CRAM.AOS.buoy.c0",46.210592,-89.476861,10,10,"WGS84",509,10,"lake","2017-07-17T14:38Z","2017-07-17T14:38Z","CRAM.20170717","CRAM.20170717.TOWNET.3",NA,"NEON.DOC.001194vE",NA,"tow net",1,1022,14,NA,NA,NA,"9ds4/0Tj6vcWg8219oCW2PCt7/q42mvSCS1PUhFXAxM=","bhyqAGH4uRkcir9xDj7d5wq9Q3xNnOdK"
"aa7ab531-9f96-4190-9ef1-29ab9ec29804","D05","CRAM","CRAM.AOS.inlet",46.207952,-89.476174,0.1,10,"WGS84",511.7,0,"lake","2017-07-17T14:38Z","2017-07-17T14:38Z","CRAM.20170717","CRAM.20170717.SCHINDLER.2",NA,"NEON.DOC.001194vE",NA,"Schindler-Patalas",2,24,0.5,0.8,NA,NA,"9ds4/0Tj6vcWg8219oCW2PCt7/q42mvSCS1PUhFXAxM=","bhyqAGH4uRkcir9xDj7d5wq9Q3xNnOdK"
"e58491cd-556f-488a-b208-b16ac2659083","D05","CRAM","CRAM.AOS.outlet",46.211998,-89.474475,0.1,10,"WGS84",511.8,0,"lake","2017-07-17T14:38Z","2017-07-17T14:38Z","CRAM.20170717","CRAM.20170717.SCHINDLER.1",NA,"NEON.DOC.001194vE",NA,"Schindler-Patalas",2,24,0.5,1.1,NA,NA,"9ds4/0Tj6vcWg8219oCW2PCt7/q42mvSCS1PUhFXAxM=","bhyqAGH4uRkcir9xDj7d5wq9Q3xNnOdK"
"9b78a873-500b-46ab-9f7d-f726546f24f1","D05","CRAM","CRAM.AOS.inlet",46.207952,-89.476174,0.1,10,"WGS84",511.7,0,"lake","2017-09-14T14:31Z","2017-09-14T14:31Z","CRAM.20170914","CRAM.20170914.SCHINDLER.2",NA,"NEON.DOC.001194vF",NA,"Schindler-Patalas",2,24,0.5,0.5,NA,NA,"9ds4/0Tj6vcWg8219oCW2PCt7/q42mvSCS1PUhFXAxM=","bhyqAGH4uRkcir9xDj7d5wq9Q3xNnOdK"
"69457d7a-a3ff-4916-be06-f0ce7c0b8e9e","D05","CRAM","CRAM.AOS.outlet",46.211998,-89.474475,0.1,10,"WGS84",511.8,0,"lake","2017-09-14T14:31Z","2017-09-14T14:31Z","CRAM.20170914","CRAM.20170914.SCHINDLER.1",NA,"NEON.DOC.001194vF",NA,"Schindler-Patalas",2,24,0.5,1.2,NA,NA,"9ds4/0Tj6vcWg8219oCW2PCt7/q42mvSCS1PUhFXAxM=","bhyqAGH4uRkcir9xDj7d5wq9Q3xNnOdK"
"9bdc0b48-79a2-4255-a528-173fa4e85b68","D05","CRAM","CRAM.AOS.buoy.c0",46.210592,-89.476861,10,10,"WGS84",509,10,"lake","2017-09-14T14:31Z","2017-09-14T14:31Z","CRAM.20170914","CRAM.20170914.TOWNET.3",NA,"NEON.DOC.001194vF",NA,"tow net",1,1204.5,16.5,NA,NA,NA,"9ds4/0Tj6vcWg8219oCW2PCt7/q42mvSCS1PUhFXAxM=","bhyqAGH4uRkcir9xDj7d5wq9Q3xNnOdK"
"d04d9ba4-4806-453c-8ca9-48ed1d0ccba7","D05","LIRO","LIRO.AOS.buoy.c0",45.998322,-89.704766,10,10,"WGS84",502,10,"lake","2017-04-24T14:55Z","2017-04-24T14:55Z","LIRO.20170424","LIRO.20170424.TOWNET.3",NA,"NEON.DOC.001194vE",NA,"tow net",2,1189.9,8.2,8.2,NA,NA,"bhyqAGH4uRkcir9xDj7d5wq9Q3xNnOdK","LL/gXdi67ChATGHykkFndmRsC1FLwT9Uy/k3XDb3nRk="
"9c10c238-f65c-4fee-b20d-9fa24a0e245c","D05","LIRO","LIRO.AOS.inlet",45.995229,-89.706476,2.4,10,"WGS84",495.5,1.2,"lake","2017-04-24T14:55Z","2017-04-24T14:55Z","LIRO.20170424","LIRO.20170424.SCHINDLER.2",NA,"NEON.DOC.001194vE",NA,"Schindler-Patalas",2,24,0.5,1.2,NA,NA,"bhyqAGH4uRkcir9xDj7d5wq9Q3xNnOdK","LL/gXdi67ChATGHykkFndmRsC1FLwT9Uy/k3XDb3nRk="
"34d02bda-4dc4-4014-bcf6-edede4a6bc2c","D05","LIRO","LIRO.AOS.outlet",46.000596,-89.704067,2.4,10,"WGS84",496.3,1.2,"lake","2017-04-24T14:55Z","2017-04-24T14:55Z","LIRO.20170424","LIRO.20170424.SCHINDLER.1",NA,"NEON.DOC.001194vE",NA,"Schindler-Patalas",2,24,0.5,0.8,NA,NA,"bhyqAGH4uRkcir9xDj7d5wq9Q3xNnOdK","LL/gXdi67ChATGHykkFndmRsC1FLwT9Uy/k3XDb3nRk="
"e2b4f05c-fcf7-427a-a909-efd55aa3e1cb","D05","LIRO","LIRO.AOS.inlet",45.995229,-89.706476,2.4,10,"WGS84",495.5,1.2,"lake","2017-07-19T15:34Z","2017-07-19T15:34Z","LIRO.20170719","LIRO.20170719.SCHINDLER.2",NA,"NEON.DOC.001194vE",NA,"Schindler-Patalas",2,24,0.5,1,NA,NA,"9ds4/0Tj6vcWg8219oCW2PCt7/q42mvSCS1PUhFXAxM=","bhyqAGH4uRkcir9xDj7d5wq9Q3xNnOdK"
"1231f54b-6855-49ab-b9f8-108d7ad4beec","D05","LIRO","LIRO.AOS.buoy.c0",45.998322,-89.704766,10,10,"WGS84",502,10,"lake","2017-07-19T15:34Z","2017-07-19T15:34Z","LIRO.20170719","LIRO.20170719.TOWNET.3",NA,"NEON.DOC.001194vE",NA,"tow net",2,949,6.5,6.5,NA,NA,"9ds4/0Tj6vcWg8219oCW2PCt7/q42mvSCS1PUhFXAxM=","bhyqAGH4uRkcir9xDj7d5wq9Q3xNnOdK"
"78df026f-a14f-4573-887e-1a439b96f791","D05","LIRO","LIRO.AOS.outlet",46.000596,-89.704067,2.4,10,"WGS84",496.3,1.2,"lake","2017-07-19T15:34Z","2017-07-19T15:34Z","LIRO.20170719","LIRO.20170719.SCHINDLER.1",NA,"NEON.DOC.001194vE",NA,"Schindler-Patalas",2,24,0.5,0.7,NA,NA,"9ds4/0Tj6vcWg8219oCW2PCt7/q42mvSCS1PUhFXAxM=","bhyqAGH4uRkcir9xDj7d5wq9Q3xNnOdK"
"fbe95ed3-6e2f-4bac-a70f-cde8aa900e31","D05","LIRO","LIRO.AOS.buoy.c0",45.998322,-89.704766,10,10,"WGS84",502,10,"lake","2017-09-06T15:09Z","2017-09-06T15:09Z","LIRO.20170906","LIRO.20170906.TOWNET.3",NA,"NEON.DOC.001194vE",NA,"tow net",2,949,6.5,6.5,NA,NA,"9ds4/0Tj6vcWg8219oCW2PCt7/q42mvSCS1PUhFXAxM=","LL/gXdi67ChATGHykkFndmRsC1FLwT9Uy/k3XDb3nRk="
"a68b7d37-5dbb-4690-bafb-0e7f07d8865a","D05","LIRO","LIRO.AOS.inlet",45.995229,-89.706476,2.4,10,"WGS84",495.5,1.2,"lake","2017-09-06T15:09Z","2017-09-06T15:09Z","LIRO.20170906","LIRO.20170906.SCHINDLER.2",NA,"NEON.DOC.001194vE",NA,"Schindler-Patalas",2,24,0.5,0.7,NA,NA,"9ds4/0Tj6vcWg8219oCW2PCt7/q42mvSCS1PUhFXAxM=","LL/gXdi67ChATGHykkFndmRsC1FLwT9Uy/k3XDb3nRk="
"853726d8-bcf1-4e74-b305-fbde4aa5e253","D05","LIRO","LIRO.AOS.outlet",46.000596,-89.704067,2.4,10,"WGS84",496.3,1.2,"lake","2017-09-06T15:09Z","2017-09-06T15:09Z","LIRO.20170906","LIRO.20170906.SCHINDLER.1",NA,"NEON.DOC.001194vE",NA,"Schindler-Patalas",2,24,0.5,0.7,NA,NA,"9ds4/0Tj6vcWg8219oCW2PCt7/q42mvSCS1PUhFXAxM=","LL/gXdi67ChATGHykkFndmRsC1FLwT9Uy/k3XDb3nRk="
"0bd73312-b4d1-4e64-a684-4082d124edf7","D09","PRLA","PRLA.AOS.buoy.c0",47.159718,-99.118723,10,10,"WGS84",561,10,"lake","2014-07-09T17:00Z","2014-07-09T17:00Z","PRLA.20140709","PRLA.20140709.TOWNET.DEEPEST2",NA,"NEON.DOC.001194vA",NA,"tow net",2,394.2,2.7,2.7,NA,"Two seperate composite samples collected at location. Above represents 2 of 2 composite samples taken.","4oCBvlQIQ4DhSH30J22+0bs0GAacIQwk","4oCBvlQIQ4DhSH30J22+0bs0GAacIQwk"
"95aa8c06-4d3b-450d-a2bf-7f1f4f8784d5","D09","PRLA","PRLA.AOS.buoy.c0",47.159718,-99.118723,10,10,"WGS84",561,10,"lake","2014-07-09T17:00Z","2014-07-09T17:00Z","PRLA.20140709","PRLA.20140709.TOWNET.DEEPEST1",NA,"NEON.DOC.001194vA",NA,"tow net",2,394.2,2.7,2.7,NA,"Two seperate composite samples collected at location. Above represents 1 of 2 composite samples taken.","4oCBvlQIQ4DhSH30J22+0bs0GAacIQwk","4oCBvlQIQ4DhSH30J22+0bs0GAacIQwk"
"a8f2f3a2-313e-4a2e-8dd6-1d64b7da696d","D09","PRLA","PRLA.AOS.inlet",47.158845,-99.114183,0.1,10,"WGS84",562.9,0,"lake","2014-07-09T17:00Z","2014-07-09T17:00Z","PRLA.20140709","PRLA.20140709.SCHINDLER.INLET2",NA,"NEON.DOC.001194vA",NA,"Schindler-Patalas",6,72,0.5,NA,NA,"Two seperate composite samples collected at location. Above represents 2 of 2 composite samples taken. Alternate sampling location N47.158833 W99.114133.","4oCBvlQIQ4DhSH30J22+0bs0GAacIQwk","4oCBvlQIQ4DhSH30J22+0bs0GAacIQwk"
"a05da59d-7856-462c-92d0-e757dd3b26fb","D09","PRLA","PRLA.AOS.inlet",47.158845,-99.114183,0.1,10,"WGS84",562.9,0,"lake","2014-07-09T17:00Z","2014-07-09T17:00Z","PRLA.20140709","PRLA.20140709.SCHINDLER.INLET1",NA,"NEON.DOC.001194vA",NA,"Schindler-Patalas",8,96,1,NA,NA,"Two seperate composite samples collected at location. Above represents 1 of 2 composite samples taken. Alternate sampling location N47.158833 W99.114133","4oCBvlQIQ4DhSH30J22+0bs0GAacIQwk","4oCBvlQIQ4DhSH30J22+0bs0GAacIQwk"
"e6289af9-0c6c-41b2-b8d7-9fbf85aafb47","D09","PRLA","PRLA.AOS.outlet",47.160881,-99.120245,0.1,10,"WGS84",562.9,0,"lake","2014-07-09T17:00Z","2014-07-09T17:00Z","PRLA.20140709","PRLA.20140709.SCHINDLER.OUTLET2",NA,"NEON.DOC.001194vA",NA,"Schindler-Patalas",6,72,0.5,NA,NA,"Two seperate composite samples collected at location. Above represents 1 of 2 composite samples taken. Alternate sampling location N47.1608 W99.120383","4oCBvlQIQ4DhSH30J22+0bs0GAacIQwk","4oCBvlQIQ4DhSH30J22+0bs0GAacIQwk"
"951781fb-0abb-4795-b38c-472c1afd189c","D09","PRLA","PRLA.AOS.outlet",47.160881,-99.120245,0.1,10,"WGS84",562.9,0,"lake","2014-07-09T17:00Z","2014-07-09T17:00Z","PRLA.20140709","PRLA.20140709.SCHINDLER.OUTLET1",NA,"NEON.DOC.001194vA",NA,"Schindler-Patalas",6,72,1,NA,NA,"Two seperate composite samples collected at location. Above represents 2 of 2 composite samples taken. Alternate sampling location N47.1608 W99.120383","4oCBvlQIQ4DhSH30J22+0bs0GAacIQwk","4oCBvlQIQ4DhSH30J22+0bs0GAacIQwk"
